,Topic1,,,Topic2,,,Topic3,,,Topic4,,,Topic5,,,Topic6,,,Topic7,,,Topic8,,,Topic9,,,Topic10,,,Topic11,,,Topic12,,,Topic13,,,Topic14,,,Topic15,,,Topic16,,,Topic17,,,Topic18,,,Topic19,,,Topic20,
Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage
ideo,1,0.10010010010010009,instigo,1,0.10162601626016261,deus,1,0.10204081632653061,litigiosus,1,0.1023541453428864,deditus,1,0.09970089730807577,mecum,1,0.10471204188481677,habito,1,0.10449320794148381,laqueus,1,0.1059322033898305,invenio,1,0.10266940451745381,creditor,1,0.10101010101010101,diiudico,1,0.09813542688910697,factum,1,0.10482180293501049,naturalis,1,0.10695187165775401,heres,1,0.10799136069114472,condemno,1,0.10152284263959391,concordo,1,0.099601593625498,infamia,1,0.1059322033898305,colo,1,0.09505703422053231,fex,1,0.1002004008016032,irrito,1,0.10626992561105207
ignarus,1,0.10010010010010009,intellego,1,0.10162601626016261,dico,1,0.10204081632653061,lito,1,0.1023541453428864,defendo,1,0.09970089730807577,mercenarius,1,0.10471204188481677,humilis,1,0.10449320794148381,lateo,1,0.1059322033898305,invoco,1,0.10266940451745381,crimen,1,0.10101010101010101,diligens,1,0.09813542688910697,factus,1,0.10482180293501049,neco,1,0.10695187165775401,homicidium,1,0.10799136069114472,conductio,1,0.10152284263959391,condemno,1,0.099601593625498,infamis,1,0.1059322033898305,competo,1,0.09505703422053231,finis,1,0.1002004008016032,iudiciarius,1,0.10626992561105207
immineo,1,0.10010010010010009,invado,1,0.10162601626016261,dimitto,1,0.10204081632653061,longinquus,1,0.1023541453428864,defensio,1,0.09970089730807577,metior,1,0.10471204188481677,immineo,1,0.10449320794148381,lene,1,0.1059322033898305,iudiciarius,1,0.10266940451745381,curo,1,0.10101010101010101,dimidius,1,0.09813542688910697,ferito,1,0.10482180293501049,negotium,1,0.10695187165775401,immo,1,0.10799136069114472,confero,1,0.10152284263959391,confero,1,0.099601593625498,initio,1,0.1059322033898305,conjunctum,1,0.09505703422053231,firmo,1,0.1002004008016032,ius,1,0.10626992561105207
impertio,1,0.10010010010010009,invasio,1,0.10162601626016261,disjunctim,1,0.10204081632653061,masculus,1,0.1023541453428864,dehonesto,1,0.09970089730807577,monachus,1,0.10471204188481677,imprudenter,1,0.10449320794148381,leuis,1,0.1059322033898305,iudico,1,0.10266940451745381,custodia,1,0.10101010101010101,disjunctim,1,0.09813542688910697,fervor,1,0.10482180293501049,nihilominus,1,0.10695187165775401,impendo,1,0.10799136069114472,conjungo,1,0.10152284263959391,confessum,1,0.099601593625498,injustus,1,0.1059322033898305,consensus,1,0.09505703422053231,firmus,1,0.1002004008016032,jusjurandum,1,0.10626992561105207
impunitas,1,0.10010010010010009,invito,1,0.10162601626016261,dominium,1,0.10204081632653061,moneta,1,0.1023541453428864,depretio,1,0.09970089730807577,mos,1,0.10471204188481677,inertia,1,0.10449320794148381,libra,1,0.1059322033898305,iuro,1,0.10266940451745381,definio,1,0.10101010101010101,diuum,1,0.09813542688910697,fors,1,0.10482180293501049,nobilis,1,0.10695187165775401,imperator,1,0.10799136069114472,consto,1,0.10152284263959391,consentio,1,0.099601593625498,inlicitus,1,0.1059322033898305,constituo,1,0.09505703422053231,fructus,1,0.1002004008016032,lectus,1,0.10626992561105207
incipio,1,0.10010010010010009,iubeo,1,0.10162601626016261,donec,1,0.10204081632653061,mula,1,0.1023541453428864,desidero,1,0.09970089730807577,nascor,1,0.10471204188481677,infligo,1,0.10449320794148381,ligo,1,0.1059322033898305,justa,1,0.10266940451745381,defraudo,1,0.10101010101010101,donatio,1,0.09813542688910697,fraudo,1,0.10482180293501049,noto,1,0.10695187165775401,impertio,1,0.10799136069114472,constringo,1,0.10152284263959391,consequor,1,0.099601593625498,inpunitus,1,0.1059322033898305,constitutio,1,0.09505703422053231,furtim,1,0.1002004008016032,liceo,1,0.10626992561105207
infligo,1,0.10010010010010009,iudicialis,1,0.10162601626016261,dos,1,0.10204081632653061,muto,1,0.1023541453428864,desum,1,0.09970089730807577,neo,1,0.10471204188481677,inhumanus,1,0.10449320794148381,lingua,1,0.1059322033898305,latro,1,0.10266940451745381,deinceps,1,0.10101010101010101,donec,1,0.09813542688910697,fruor,1,0.10482180293501049,nullus,1,0.10695187165775401,impetro,1,0.10799136069114472,contendo,1,0.10152284263959391,consisto,1,0.099601593625498,intendo,1,0.1059322033898305,constringo,1,0.09505703422053231,furtivus,1,0.1002004008016032,loco,1,0.10626992561105207
ingratus,1,0.10010010010010009,ius,1,0.10162601626016261,ducenti,1,0.10204081632653061,necessarius,1,0.1023541453428864,deuasto,1,0.09970089730807577,nequaquam,1,0.10471204188481677,innocentia,1,0.10449320794148381,litigo,1,0.1059322033898305,lectus,1,0.10266940451745381,descendo,1,0.10101010101010101,duo,1,0.09813542688910697,fugio,1,0.10482180293501049,nuptiae,1,0.10695187165775401,induco,1,0.10799136069114472,continuus,1,0.10152284263959391,constitutio,1,0.099601593625498,intercessio,1,0.1059322033898305,contendo,1,0.09505703422053231,furtum,1,0.1002004008016032,locum,1,0.10626992561105207
innovo,1,0.10010010010010009,judex,1,0.10162601626016261,duco,1,0.10204081632653061,necessitas,1,0.1023541453428864,deus,1,0.09970089730807577,nescius,1,0.10471204188481677,insidiae,1,0.10449320794148381,locum,1,0.1059322033898305,leo,1,0.10266940451745381,desero,1,0.10101010101010101,duro,1,0.09813542688910697,gero,1,0.10482180293501049,obeo,1,0.10695187165775401,injuria,1,0.10799136069114472,contra,1,0.10152284263959391,contumaciter,1,0.099601593625498,inutilis,1,0.1059322033898305,contestatio,1,0.09505703422053231,gravis,1,0.1002004008016032,loquor,1,0.10626992561105207
instigo,1,0.10010010010010009,judicium,1,0.10162601626016261,duo,1,0.10204081632653061,neco,1,0.1023541453428864,differo,1,0.09970089730807577,nobilis,1,0.10471204188481677,intentio,1,0.10449320794148381,malo,1,0.1059322033898305,longinquus,1,0.10266940451745381,desino,1,0.10101010101010101,edo,1,0.09813542688910697,hereditarius,1,0.10482180293501049,opera,1,0.10695187165775401,insidior,1,0.10799136069114472,contraho,1,0.10152284263959391,convenio,1,0.099601593625498,invasio,1,0.1059322033898305,contineo,1,0.09505703422053231,habeo,1,0.1002004008016032,macula,1,0.10626992561105207
integer,1,0.10010010010010009,jurejurando,1,0.10162601626016261,duodecim,1,0.10204081632653061,nego,1,0.1023541453428864,diiudico,1,0.09970089730807577,noto,1,0.10471204188481677,interpellatio,1,0.10449320794148381,matertera,1,0.1059322033898305,machinatio,1,0.10266940451745381,destinatum,1,0.10101010101010101,erogo,1,0.09813542688910697,humanus,1,0.10482180293501049,paganus,1,0.10695187165775401,instituo,1,0.10799136069114472,contrarium,1,0.10152284263959391,conventio,1,0.099601593625498,invito,1,0.1059322033898305,contraho,1,0.09505703422053231,hereditas,1,0.1002004008016032,messis,1,0.10626992561105207
intendo,1,0.10010010010010009,laedo,1,0.10162601626016261,effectus,1,0.10204081632653061,neque,1,0.1023541453428864,diligenter,1,0.09970089730807577,nouus,1,0.10471204188481677,interverto,1,0.10449320794148381,mobilis,1,0.1059322033898305,majestas,1,0.10266940451745381,destituo,1,0.10101010101010101,examen,1,0.09813542688910697,ibi,1,0.10482180293501049,pateo,1,0.10695187165775401,intentio,1,0.10799136069114472,contrarius,1,0.10152284263959391,convocium,1,0.099601593625498,iota,1,0.1059322033898305,contumaciter,1,0.09505703422053231,homicidium,1,0.1002004008016032,metuo,1,0.10626992561105207
interrogo,1,0.10010010010010009,laqueus,1,0.10162601626016261,efficio,1,0.10204081632653061,nomen,1,0.1023541453428864,dolium,1,0.09970089730807577,nudus,1,0.10471204188481677,inutilis,1,0.10449320794148381,molesto,1,0.1059322033898305,mandatum,1,0.10266940451745381,deus,1,0.10101010101010101,exaudio,1,0.09813542688910697,impetro,1,0.10482180293501049,patrocinium,1,0.10695187165775401,intercessio,1,0.10799136069114472,conventio,1,0.10152284263959391,credo,1,0.099601593625498,ito,1,0.1059322033898305,conventio,1,0.09505703422053231,idcirco,1,0.1002004008016032,moderamen,1,0.10626992561105207
intersum,1,0.10010010010010009,legatum,1,0.10162601626016261,electus,1,0.10204081632653061,nummus,1,0.1023541453428864,dolus,1,0.09970089730807577,obvio,1,0.10471204188481677,iterum,1,0.10449320794148381,moneta,1,0.1059322033898305,merces,1,0.10266940451745381,dies,1,0.10101010101010101,exemplum,1,0.09813542688910697,impossibilis,1,0.10482180293501049,patrona,1,0.10695187165775401,invitus,1,0.10799136069114472,convictus,1,0.10152284263959391,curator,1,0.099601593625498,ius,1,0.1059322033898305,corpus,1,0.09505703422053231,ideo,1,0.1002004008016032,multo,1,0.10626992561105207
intestatus,1,0.10010010010010009,lego,1,0.10162601626016261,euito,1,0.10204081632653061,obligatio,1,0.1023541453428864,domesticus,1,0.09970089730807577,occido,1,0.10471204188481677,jurejurando,1,0.10449320794148381,moueo,1,0.1059322033898305,metallum,1,0.10266940451745381,differo,1,0.10101010101010101,extro,1,0.09813542688910697,incipio,1,0.10482180293501049,pellis,1,0.10695187165775401,iota,1,0.10799136069114472,convinco,1,0.10152284263959391,curro,1,0.099601593625498,jurejurando,1,0.1059322033898305,creditor,1,0.09505703422053231,ignorantia,1,0.1002004008016032,munio,1,0.10626992561105207
iuuo,1,0.10010010010010009,lino,1,0.10162601626016261,excludo,1,0.10204081632653061,obtendo,1,0.1023541453428864,donec,1,0.09970089730807577,offendo,1,0.10471204188481677,jussio,1,0.10449320794148381,multa,1,0.1059322033898305,moderamen,1,0.10266940451745381,dignitas,1,0.10101010101010101,faber,1,0.09813542688910697,indicium,1,0.10482180293501049,perfero,1,0.10695187165775401,irrito,1,0.10799136069114472,corpus,1,0.10152284263959391,damno,1,0.099601593625498,juxta,1,0.1059322033898305,crimen,1,0.09505703422053231,improbo,1,0.1002004008016032,nascor,1,0.10626992561105207
judex,1,0.10010010010010009,locum,1,0.10162601626016261,excuso,1,0.10204081632653061,omitto,1,0.1023541453428864,dum,1,0.09970089730807577,officium,1,0.10471204188481677,justa,1,0.10449320794148381,neuter,1,0.1059322033898305,moneo,1,0.10266940451745381,diligens,1,0.10101010101010101,factum,1,0.09813542688910697,indubitanter,1,0.10482180293501049,persuadeo,1,0.10695187165775401,iudico,1,0.10799136069114472,custodia,1,0.10152284263959391,decipio,1,0.099601593625498,labor,1,0.1059322033898305,cuso,1,0.09505703422053231,inaestimatus,1,0.1002004008016032,neptis,1,0.10626992561105207
juramentum,1,0.10010010010010009,malefactum,1,0.10162601626016261,exheredo,1,0.10204081632653061,omnis,1,0.1023541453428864,ecclesia,1,0.09970089730807577,omne,1,0.10471204188481677,lacio,1,0.10449320794148381,nihilominus,1,0.1059322033898305,monstro,1,0.10266940451745381,diuina,1,0.10101010101010101,factus,1,0.09813542688910697,infans,1,0.10482180293501049,planum,1,0.10695187165775401,iuro,1,0.10799136069114472,defensio,1,0.10152284263959391,defero,1,0.099601593625498,laicus,1,0.1059322033898305,custodio,1,0.09505703422053231,inaudio,1,0.1002004008016032,nusquam,1,0.10626992561105207
lascivia,1,0.10010010010010009,malo,1,0.10162601626016261,extendo,1,0.10204081632653061,oneratus,1,0.1023541453428864,electus,1,0.09970089730807577,oro,1,0.10471204188481677,largior,1,0.10449320794148381,niteo,1,0.1059322033898305,mora,1,0.10266940451745381,domo,1,0.10101010101010101,fera,1,0.09813542688910697,ingenium,1,0.10482180293501049,poena,1,0.10695187165775401,juramentum,1,0.10799136069114472,deficio,1,0.10152284263959391,defungor,1,0.099601593625498,lateo,1,0.1059322033898305,damnatus,1,0.09505703422053231,incipio,1,0.1002004008016032,obligo,1,0.10626992561105207
legitimus,1,0.10010010010010009,malus,1,0.10162601626016261,facia,1,0.10204081632653061,pareo,1,0.1023541453428864,emancipatio,1,0.09970089730807577,ostendo,1,0.10471204188481677,legatum,1,0.10449320794148381,nolo,1,0.1059322033898305,mutus,1,0.10266940451745381,efficio,1,0.10101010101010101,fides,1,0.09813542688910697,injustum,1,0.10482180293501049,possum,1,0.10695187165775401,juxta,1,0.10799136069114472,denego,1,0.10152284263959391,delictum,1,0.099601593625498,latro,1,0.1059322033898305,dato,1,0.09505703422053231,indicium,1,0.1002004008016032,occido,1,0.10626992561105207
libra,1,0.10010010010010009,manifeste,1,0.10162601626016261,facio,1,0.10204081632653061,paupero,1,0.1023541453428864,episcopus,1,0.09970089730807577,pacisco,1,0.10471204188481677,lex,1,0.10449320794148381,nome,1,0.1059322033898305,mutuus,1,0.10266940451745381,emphyteuta,1,0.10101010101010101,finis,1,0.09813542688910697,instituo,1,0.10482180293501049,postea,1,0.10695187165775401,laudo,1,0.10799136069114472,depositor,1,0.10152284263959391,denuntio,1,0.099601593625498,lego,1,0.1059322033898305,datum,1,0.09505703422053231,induco,1,0.1002004008016032,onus,1,0.10626992561105207
